worker_id,bonus,wid
61109e6dc38d0e937f736242,1.21,w65074fb
61241c70882baf0b0293cbec,1.11,w27986f1
60fd6d5cdc912471a22c5eba,0.55,we440f1e
610048a1a51acafe23af2a28,0.68,w9a90dbe
61075c8844bfd1b3fb7a7cec,0.44,wcf9ad93
61140730b1d013c90d1514c8,0.51,w548f291
5f2f566ddaea2a3417b75920,0.72,wfa98d08
6122b5527020257bf5aabc8e,1.08,w1fabb4a
610947118c83828b2fb930bb,0.89,w826bbd4
60fd8ca930ae2235452962a2,0.99,w18cab35
6110cfa15bf88da3600e1c4f,0.67,wecafb0d
61240641d3aeb9a9f1bde0cd,0.55,w70e5a41
60ff25edb5b32151185d73fe,1.26,wcf5867c
6112f176eddd089c7f031d6d,1.22,w2ac2dc9
610059bfe4cce598f471fb18,0.29,wdfc1f68
610976ed65d7d7530430394d,0.63,wa156cf2
61111b8e7111373e2ebc8f9e,0.47,w1f9c09b
5f4263457bfe15430497cebb,1.24,w79a3640
61005133f83578f7fdcb2a59,1.22,w5f5a6e8
61113b9bf8eedd5651260af6,1.25,wbb3f000
6117d206b67b6d1044d302af,0.85,w1e200f1
60fecb9e7b9b0dac3ff08b27,0.45,w37c7135
6123d27b5481e1189844b7b0,1.02,wd1dba7b
6109f95bf27062f2c73c9cf4,1.24,w540306d
611168cb40209f7fc4b02f5c,1.01,wbcd4c9d
6117f6388428f7fc03e16eb2,1.03,w46a2850
6111b04382b7b8effc8b2b27,0.78,w491ee5c
61117b2af90da2d2def790b6,0.75,w0894f03
611e7c56ed5507a3fe4894dd,1.07,wd38882e
60fd0a8adcbf762deeb49f08,0.33,wd9f747f
6121dcbc616a3dcb6aaceefb,1.22,w213b8c8
60ff1159f2512a699643a443,0.2,w5bdc3e5
6100cf3e5c9b27fa85f62811,1.19,w96a29a6
60fe0c39aeca65f81a1c2095,0.27,w4936c23
5ea082891c8b44059965b6df,0.52,w3a44925
6111e4c21e6d5d5300f071fb,1.11,w560c8e6
610e21b33b69db4b1952ce7c,1.05,wd817092
610d0ab011bcefd67c969f4f,0.79,w21babce
6111997b776e4a117a04cccb,0.76,wc177254
611be78d32ef41e54356a695,1.11,w763390c
60fcec61a79703efbb2a8f94,0.95,w00b6474
611a5d2b082c4245f38e272a,0.52,w8282a94
610036d6b6496ca7c4dbdb1b,1.26,w94effea
61213c306db0c995df67988e,1.27,waaf8974
60fd03084448858caf64bda5,1.22,wb49d1a8
61115d821fe239854dfcdf13,0.91,w95ee192
6112c60800cbd7a60d570bab,0.6,wcc1c95f
6108571c36db1f676f15139b,0.89,w777398f
6101ce08984d1d369a154d0c,1.17,wd718070
6124232e0de36853de1edfa5,0.99,w5600939
61021546802f9ff83cf14a2b,0.71,w6e94dd5
610064b237fff3bb6a03888b,1.21,wa5f8455
6122ea836067fdff3d677c55,0.48,w948f61e
5f33c3bab68c421ecddd99f3,1.17,w350a869
6101ac94ec3797a389fc8ed8,0.51,wef2d981
611d992c4eeb31ade622ee30,0.43,wb0dbed3
5750d1dea9de4b0006e556da,0.53,w115e21c
6110a371c00388d587922ff1,0.65,w2b76bff
6110b983d5bcd7040f0bc233,1.18,wf4f008c
61095a37fbf7b13d6f7f2f5b,0.72,wbc43da9
6112c3f63aedf1892e9177da,1.24,w27124d4
61097b7973289a13a020bdd8,0.6,wab0c36b
5e649c198b69732234df7db8,0.74,w85f0c04
6110d8824d1b10d4472ed012,0.67,we02c16b
61005e5ebf5d39c0332d7406,1.29,w6eda0fe
611d8809f22134c26f1b3804,0.83,w53eca2b
6125d69c936b28214279a461,1.25,w26fa34d
61005474d5c81481504cf4cf,0.61,w07c89ca
611177ebf891ea77e6b80f8b,1.24,wea4ebd7
60ff0afdd0f353777cd941d7,1.21,we2b936c
611bf4db6ad97cc713fca37d,1.24,w15eaea6
6111ad9b481c939749c161e5,0.73,wcb3f957
611163ce7fc1ae08316d4607,0.72,wad99565
61151fdceebe67102a0983ad,0.41,wb82340a
61023517a5e0e5f1871c48eb,0.67,w283e860
611115eb23d02f639a39f61e,0.7,w3575769
61007c87302d813fd21b488e,1.01,w8a6ea6e
610049f981983d371de57fbf,0.49,w6b0798c
60fdcab5e3ed4c178ccd01c3,1.16,w699961b
610ef8d980cd625a8aaa3da4,0.64,w88fe819
6110d7e62afb7dafbc68fbaf,1.24,wb142d20
611d6d9c7c245db61b798bb5,1.26,we4d2995
60fdc92fd0087705e7873713,1.01,w4f9dd0b
60fdbc36d137f6dfdadf1159,1.13,w68ebbdb
6124112eb6294bb546bd6dda,0.62,w209b67a
5c4916dd8133a40001baf554,0.28,w6c5c49f
6103f822bcfe8df778591ba5,0.51,wbbd11e7
60ff3a07d734239b4406270b,0.64,w6b87f07
60ff1ff8185de8f4b49c2159,1.18,w0c0b2d9
6110833308c8c3f47e220045,1.22,w905ebe4
6108260cba009faa85b8cf83,1.22,w31c2904
61085d47c2fe82621aa676b0,0.84,wdff6b26
61215e0af8bad27d8bee8487,0.97,w65b1cc3
61113e2052e3935b167277b1,1.21,wd4ee5e0
6108008cca1b00b067f9e1b9,1.16,wee61dc6
610241c4efd0d67f0d483a61,0.45,wb0cd959
60fec67f34fc6154c5fa0d6d,0.7,w01bfbc4
6103699807acff5c33023740,1.14,w320cca2
61008ab408e5d1853e899385,1.18,w9977bb6
610838248aa1f186a7bbe41c,1.02,w81250e4
60fd54646fdbd2659fd8c12e,1.17,w826eaaa
6109765b6cf95dcc32451ac1,0.9,we82a4c0
611123631a0321bad08e4b6d,1.02,w82e26f7
610c73e305ca53ef706a4bcc,1.27,wd516447
610c38b8983f0660c9aa0db5,1.2,w67549cc
611d3a87f742f3ede204a781,1.28,w471ba84
6111593ba833d1db0dbf186c,0.92,w50db76a
61241e5b8dbe5c12b36447d8,0.8,w8ea739d
610783929b8f39b988aedf82,1.17,w0ddb995
60fe204cc549e832c46b56fb,1.13,wf11773c
60fd96bbb35fb2c09406a5ab,0.55,w01851f2
61001c5f03b91b4ac8f571b7,1.01,w8356dad
6121340edffb488d732bfb42,0.42,w11eddf5
60fcc52e0236e40aab1ee566,1.2,w4ae675f
6111421c623c6899d07b1563,0.7,w723bef8
5909be22299e1e0001582354,0.63,wb7f77d9
610d3d786149dbd00d635e26,1.2,wf481f8c
6110abe160a80a8e7d5e3a06,0.56,w271e10e
61006c59db8c13ecb03e9846,0.74,we70a049
60ff0c82404b5a180d0979c1,0.44,wb7695a6
60fac16867a0c567a21a1c34,0.79,w495ede0
60fda05ae39c45540c03b5ed,1.26,w03419c3
60fddd1002aaa9bba906ed6a,1.25,wa3ad3e5
60fdbf7a482bb856698fe02e,0.76,wb6715e1
61005846cbe173e04d3ad69d,0.79,w2005c7b
6124f686897071a9991ee4a6,1.25,we080dfc
6123c3d352c6064d20616bc5,1.1,w9edebde
610c239f6459fc6ffbc31764,1.25,waf2ec5c
61037451549abd4fa911d188,1.23,we5b5058
6108e0b9b254d1ce92a37b95,1.16,w571cc3d
6100ca7563b1b05fb0915017,0.63,wf707e3d
611a77c20152f270b22bb8ee,0.95,w7f2c543
61155bc42a1035819a7123cd,0.98,w68aacb6
61086cfd9b6212873a68211b,0.7,w7e851e0
611aea0765b9b95dee4b6d1e,0.5,wa607669
60fd950763ee2094a0ad70c5,0.46,w984a50e
612134a532f2c6cddb2205fa,0.47,w29b9f6c
60fdafa351f69e971e2e8d41,1.13,w99db5c2
60fedd3890ce06a5f852b2e8,0.75,w5eea989
60fdf79ca1d455153d18ffd7,0.89,w0fc98aa
6110bd561f2f263b7caca567,1.11,w2d1b71f
610c3852e448d551537870e0,0.53,wfdf0e5b
611c70c00caa4911383a75c3,0.72,w7500a8a
6118c9d9f54ee861f9f1699e,0.6,wfd6e24c
60467e616a2f1a07179979de,0.63,w9389899
5cf994ce8dc33300012ebc24,0.67,w3f2eba9
61001504621043861d45bad7,1.07,wbd95ead
60fd543d2abb391065714ebd,0.48,w0fce1ad
60fdccf1f4d498a8bc86a150,1.11,wd353500
60580179f67fdaeb815ab9fc,1.05,wd537f4a
6124463761901530aa667354,0.72,w62dc9c5
61195f5e3d3eda3e25699a49,1.13,wf841a8c
6123bd580e63dbc741926209,1.01,wd6860c4
611165e466d9da9f798e604d,1.2,w7480cf8
6108353b27dad2165c694212,0.75,wa27fb52
611955757518564c97288f99,0.3,w8a5ac76
6123edc799de1e1894257e4b,1.27,w70a77c2
6111f5a9df89cb4dccad2463,0.57,wf8dda6c
60ffe53f83ee81337e43ee7b,0.58,wdec7699
611b3dcb69bded22d9afa143,1.24,wfb64bf0
61239a2dfade59a247586dcf,0.92,w5070493
61181aadd3ba79ab39fd3b10,1.27,wd54d5bf
60ff1b42613aaf64b9d3ff45,1.1,wb78f93f
6109b39dea99922d7097f045,0.72,wa981a70
611121a5991dfd8a53d53f9e,1.16,w159be9b
5e8f519feca0a0229e496796,0.84,w1a62e47
611da9d7f8f65ba95c4c984b,1.24,w2ab86e4
60a7d667693dc31f5dfa95d6,0.88,wa7ed6af
61083dc5f6259f2851aa2493,1.13,w4294ac0
61010400617800821cac834e,0.98,wc1310d4
610852c52467a22bc8cccc09,1.0,w7ec1b7f
6108466b6319f5829341974e,1.25,wa628bec
6100cd2dc65cbf72a4b649bf,1.17,we9fc510
610ecbc7f8f3b3810cd29a04,1.17,w8008c02
61007fa6d5bf0819464d4436,1.18,wf1983ec
60fd8b1c25fe10912980d749,0.75,w33ab50e
61002947d99d3eb1380553ca,0.56,w08f555b
60fe24964896b80c4185c224,0.85,wec48758
5efaca911cb5fa91ae31ca2a,1.13,w46c9a60
6122905166b767e942dfe3ad,0.26,w86396e3
60fe1580147adc7ebeb315e6,1.26,w4e35c81
60fbc202dff78f059972e0d0,0.58,w919f101
610882926b500e6b59e8d5c4,0.82,w26809a7
60ff00219deb39a634f796e4,1.22,wf89a7aa
60ff14e342f415469006b484,1.07,w7349e8c
60fdcf5b71ad4d50db175e90,0.31,w1fe2375
60fcf6b8fcdfa822c55aaed7,0.98,wfbdb3c1
611c21b11932550ff9fe9c40,1.18,wa6fe8d0
6112dba835575798fac36e3e,0.58,wff24090
5dcb5135735496bcb90f7c4c,0.98,wcc8a4f6
61195b4e6aead431e8186ed9,0.99,w71ffb68
60fdf084fd71fd4d814252e9,0.58,w1578b65
61004f4069555d737ceab14c,1.17,wee18d3e
6110483a421e2b5edfbd01d9,0.73,wea037b9
60fef15605a58c2f08552bff,0.68,w20d78af
6109b9fa4ddff5dd09dba276,1.13,waa02ec6
612418efcbd64f685703e8a4,1.07,wda7e2a4
611d2052a2e24732a40fe5c6,1.2,w744ca05
61244ea3d991fca0a7bc95fb,0.82,w288c7f7
610868413c8273475ebd7eb3,0.53,w33ad6b1
5f9c20d5c391d605af421bf2,1.26,w6fed8d8
60fceaee8d8f7e5610b218d3,0.87,wd2d3656
60fb0deb007dc3a640662150,0.83,wd3f5a59
6121c39ad6dbceda1ddb1c0d,1.24,wb6cc0cb
611da64692a67f6053d785b8,1.16,w9875d9f
6119e4a490dfae11cc0c4fcd,1.28,w551a59c
6111b0add6d9e4db1ee4b1f5,1.17,w2569558
6116e5bdb371fde5a0af9255,0.69,wcb992fb
6123c3ab768e5faf1048781b,0.82,w7410553
6123b6996f187f72b3a498ff,0.49,w86d27c3
6119a0f913c9c2e011fb2694,0.72,wed26774
61046f03cb6d9be4973b0289,0.87,w48b619f
6109f7c7bbe1069ddff68975,1.15,wcfc5eff
610041aee58af3bd8a5a7478,1.09,w7b59e05
60fef68091c41d950227cb04,1.09,wf745c53
61258841d239c0785de6515b,1.22,w01f1ae2
6109d4ae125847bfde1e10e8,0.88,w34b5d3e
611ea82ca843f9084727bbb5,0.62,w7cf8fe3
611a9ce3296f139aabdf8d2e,0.96,w27fa028
60ff15fc5b13b0effd1f03ac,0.83,wc9c9ece
610a0c2595d7287474b751b4,1.16,w8c08415
6101dd692bf155e16b10088c,1.07,w9c1cdbd
61037a7204c3bfc31c1289dd,0.59,w28b28bb
6111ec13cac0f3e80940dada,0.54,w0b8c229
610c2d6cad3f3f38381bc9b6,0.54,wd5afd67
61001e0da44d884fa49cd3b6,1.23,wff10944
611e896405129d2cdef42860,1.2,wb7b8ddc
61141ac6baebc9b6cbf5fcb2,1.25,we43b970
610cb5e89f10c94722ddf108,0.93,w26382ec
5b15307351caaf0001228d9b,0.82,w789107a
5d254db8bb2e30001933fe36,1.24,we73fdb7
60fdc7da8ad717ec047b2b47,0.87,w6e63fb2
610d6c571f7121300f08b6ab,1.13,w1dc0112
61076aea3f9aa048a71a4c8d,1.2,wce6dd89
61119aed161a7c497e07b928,1.27,wed140cb
611bc72e7c1376d6e8fe1dab,0.43,w4a30da9
61096b121a24d1523af6523a,1.13,w85889f4
61051fdcb7632c766f683be5,0.52,w4f970e5
610187bdf70c4e76ba5e3b3e,1.22,w0910cf4
60fffcb880d16eb9db8ad7b0,0.51,w3bdae25
612039d9400fae9545b3c5a8,0.72,wa9324ef
6111812b5da50cf8fc44b961,1.19,we102018
61258139b0e98a8827eb4980,0.87,w5902de1
610eb553898fb239ccd66f9d,0.93,wd98569a
5e81d1533a915c8c348bd782,0.56,wcccf908
6111986f4a5008037f6fe7f5,1.26,wc1a808e
6110dc6e3568d4630d28e4c4,0.82,w8b5e56d
61095a40919bbd3c8637052e,1.17,wbcda7f6
60fe3221e426f96b0465161b,0.49,w488ffa6
610809c7c963dff5c3a3e4c2,1.08,wea0e2bd
60ff62e7a500935784b6d070,0.97,wedf3c53
61085ff42440de95b3199d3f,0.59,w85fb508
610ae262e634b705e8ef90cf,0.97,wd14fc97
60fd0eb57d34a811c1da2484,0.87,wff27910
60fc1ba36d79ab9ba08311f2,1.24,w7ac50ad
60fcca73c1933a5871d97296,1.11,w944d981
60feca873cdd5ec82216f176,1.15,wed29c80
60ff346f3f035109a4a49a5c,0.61,wec3a128
59ed7069be399f0001e4a34a,1.18,wd4511ad
6101c2aaf8555a745cfb472b,0.86,we85439c
611281345a293dc4df5df68d,0.62,w82d54f0
60fcbe2b7b4649ea3cec1ab3,0.6,wca788a7
6100323c9191b62097325d7b,0.66,w1b3bf89
60ccb8ae958efdcc20ab00ca,1.14,w19b4129
60fe3ebe79bcffa30c2aef75,0.85,wb69526c
60fcf06bcb5811d060c369fa,0.46,w1ebba5d
